"Device Name: 現像室","Model: TR-72wf","Serial Number: 52151BD3"
"2023-05-11 21:53:19","45057.912025463","8.1","88"
"2023-05-11 22:03:19","45057.918969907","8.0","88"
"2023-05-11 22:13:19","45057.925914352","7.9","88"
"2023-05-11 22:23:19","45057.932858796","7.9","88"
"2023-05-11 22:33:19","45057.939803241","7.8","88"
"2023-05-11 22:43:19","45057.946747685","7.7","88"
"2023-05-11 22:53:19","45057.95369213","7.7","88"
"2023-05-11 23:03:19","45057.960636574","7.6","88"
"2023-05-11 23:13:19","45057.967581019","7.6","88"
"2023-05-11 23:23:19","45057.974525463","7.5","88"
"2023-05-11 23:33:19","45057.981469907","7.5","88"
"2023-05-11 23:43:19","45057.988414352","7.4","88"
"2023-05-11 23:53:19","45057.995358796","7.4","88"
"2023-05-12 00:03:19","45058.002303241","7.4","88"
"2023-05-12 00:13:19","45058.009247685","7.4","88"
"2023-05-12 00:23:19","45058.01619213","7.3","88"
"2023-05-12 00:33:19","45058.023136574","7.3","88"
"2023-05-12 00:43:19","45058.030081019","7.3","88"
"2023-05-12 00:53:19","45058.037025463","7.2","88"
"2023-05-12 01:03:19","45058.043969907","7.2","88"
"2023-05-12 01:13:19","45058.050914352","7.2","88"
"2023-05-12 01:23:19","45058.057858796","7.1","88"
"2023-05-12 01:33:19","45058.064803241","7.1","88"
"2023-05-12 01:43:19","45058.071747685","7.1","88"
"2023-05-12 01:53:19","45058.07869213","7.1","88"
"2023-05-12 02:03:19","45058.085636574","7.0","88"
"2023-05-12 02:13:19","45058.092581019","7.0","88"
"2023-05-12 02:23:19","45058.099525463","7.0","88"
"2023-05-12 02:33:19","45058.106469907","7.0","88"
"2023-05-12 02:43:19","45058.113414352","6.9","88"
"2023-05-12 02:53:19","45058.120358796","6.9","88"
"2023-05-12 03:03:19","45058.127303241","6.9","88"
"2023-05-12 03:13:19","45058.134247685","6.9","88"
"2023-05-12 03:23:19","45058.14119213","6.9","88"
"2023-05-12 03:33:19","45058.148136574","6.8","88"
"2023-05-12 03:43:19","45058.155081019","6.8","88"
"2023-05-12 03:53:19","45058.162025463","6.8","88"
"2023-05-12 04:03:19","45058.168969907","6.8","88"
"2023-05-12 04:13:19","45058.175914352","6.8","88"
"2023-05-12 04:23:19","45058.182858796","6.8","89"
"2023-05-12 04:33:19","45058.189803241","6.8","89"
"2023-05-12 04:43:19","45058.196747685","6.7","89"
"2023-05-12 04:53:19","45058.20369213","6.7","89"
"2023-05-12 05:03:19","45058.210636574","6.7","89"
"2023-05-12 05:13:19","45058.217581019","6.8","89"
"2023-05-12 05:23:19","45058.224525463","6.8","89"
"2023-05-12 05:33:19","45058.231469907","6.9","89"
"2023-05-12 05:43:19","45058.238414352","7.0","89"
"2023-05-12 05:53:19","45058.245358796","7.0","89"
"2023-05-12 06:03:19","45058.252303241","7.1","89"
"2023-05-12 06:13:19","45058.259247685","7.2","89"
"2023-05-12 06:23:19","45058.26619213","7.3","89"
"2023-05-12 06:33:19","45058.273136574","7.4","88"
"2023-05-12 06:43:19","45058.280081019","7.6","88"
"2023-05-12 06:53:19","45058.287025463","7.7","88"
"2023-05-12 07:03:19","45058.293969907","7.8","88"
"2023-05-12 07:13:19","45058.300914352","7.9","88"
"2023-05-12 07:23:19","45058.307858796","8.1","88"
"2023-05-12 07:33:19","45058.314803241","8.2","87"
"2023-05-12 07:43:19","45058.321747685","8.2","85"
"2023-05-12 07:53:19","45058.32869213","8.4","82"
"2023-05-12 08:03:19","45058.335636574","8.5","81"
"2023-05-12 08:13:19","45058.342581019","8.7","81"
"2023-05-12 08:23:19","45058.349525463","9.0","81"
"2023-05-12 08:33:19","45058.356469907","9.2","81"
"2023-05-12 08:43:19","45058.363414352","9.4","81"
"2023-05-12 08:53:19","45058.370358796","9.6","81"
"2023-05-12 09:03:19","45058.377303241","9.7","81"
"2023-05-12 09:13:19","45058.384247685","9.9","81"
"2023-05-12 09:23:19","45058.39119213","10.1","81"
"2023-05-12 09:33:19","45058.398136574","10.3","81"
"2023-05-12 09:43:19","45058.405081019","10.4","81"
"2023-05-12 09:53:19","45058.412025463","10.5","81"
"2023-05-12 10:03:19","45058.418969907","10.7","81"
"2023-05-12 10:13:19","45058.425914352","10.8","81"
"2023-05-12 10:23:19","45058.432858796","10.9","81"
"2023-05-12 10:33:19","45058.439803241","11.0","81"
"2023-05-12 10:43:19","45058.446747685","11.1","82"
"2023-05-12 10:53:19","45058.45369213","11.2","82"
"2023-05-12 11:03:19","45058.460636574","11.3","82"
"2023-05-12 11:13:19","45058.467581019","11.4","82"
"2023-05-12 11:23:19","45058.474525463","11.5","82"
"2023-05-12 11:33:19","45058.481469907","11.6","82"
"2023-05-12 11:43:19","45058.488414352","11.7","82"
"2023-05-12 11:53:19","45058.495358796","11.7","82"
"2023-05-12 12:03:19","45058.502303241","11.8","82"
"2023-05-12 12:13:19","45058.509247685","11.9","82"
"2023-05-12 12:23:19","45058.51619213","11.9","82"
"2023-05-12 12:33:19","45058.523136574","12.0","82"
"2023-05-12 12:43:19","45058.530081019","12.1","83"
"2023-05-12 12:53:19","45058.537025463","12.2","83"
"2023-05-12 13:03:19","45058.543969907","12.2","83"
"2023-05-12 13:13:19","45058.550914352","12.3","83"
"2023-05-12 13:23:19","45058.557858796","12.4","83"
"2023-05-12 13:33:19","45058.564803241","12.4","83"
"2023-05-12 13:43:19","45058.571747685","12.5","83"
"2023-05-12 13:53:19","45058.57869213","12.5","83"
"2023-05-12 14:03:19","45058.585636574","12.6","83"
"2023-05-12 14:13:19","45058.592581019","12.6","83"
"2023-05-12 14:23:19","45058.599525463","12.7","83"
"2023-05-12 14:33:19","45058.606469907","12.8","83"
"2023-05-12 14:43:19","45058.613414352","12.8","83"
"2023-05-12 14:53:19","45058.620358796","12.9","83"
"2023-05-12 15:03:19","45058.627303241","12.9","83"
"2023-05-12 15:13:19","45058.634247685","13.0","83"
"2023-05-12 15:23:19","45058.64119213","13.0","83"
"2023-05-12 15:33:19","45058.648136574","13.1","83"
"2023-05-12 15:43:19","45058.655081019","13.1","83"
"2023-05-12 15:53:19","45058.662025463","13.2","83"
"2023-05-12 16:03:19","45058.668969907","13.2","83"
"2023-05-12 16:13:19","45058.675914352","13.3","85"
"2023-05-12 16:23:19","45058.682858796","13.4","87"
"2023-05-12 16:33:19","45058.689803241","13.5","88"
"2023-05-12 16:43:19","45058.696747685","13.5","89"
"2023-05-12 16:53:19","45058.70369213","13.6","89"
"2023-05-12 17:03:19","45058.710636574","13.7","89"
"2023-05-12 17:13:19","45058.717581019","13.7","89"
"2023-05-12 17:23:19","45058.724525463","13.7","89"
"2023-05-12 17:33:19","45058.731469907","13.8","89"
"2023-05-12 17:43:19","45058.738414352","13.8","89"
"2023-05-12 17:53:19","45058.745358796","13.9","88"
"2023-05-12 18:03:19","45058.752303241","13.9","88"
"2023-05-12 18:13:19","45058.759247685","14.1","88"
"2023-05-12 18:23:19","45058.76619213","14.2","88"
"2023-05-12 18:33:19","45058.773136574","14.1","87"
"2023-05-12 18:43:19","45058.780081019","13.7","87"
"2023-05-12 18:53:19","45058.787025463","13.1","88"
"2023-05-12 19:03:19","45058.793969907","12.6","88"
"2023-05-12 19:13:19","45058.800914352","12.1","89"
"2023-05-12 19:23:19","45058.807858796","11.7","90"
"2023-05-12 19:33:19","45058.814803241","11.3","90"
"2023-05-12 19:43:19","45058.821747685","11.0","90"
"2023-05-12 19:53:19","45058.82869213","10.7","90"
"2023-05-12 20:03:19","45058.835636574","10.5","90"
"2023-05-12 20:13:19","45058.842581019","10.3","89"
"2023-05-12 20:23:19","45058.849525463","10.1","88"
"2023-05-12 20:33:19","45058.856469907","9.9","88"
"2023-05-12 20:43:19","45058.863414352","9.8","87"
"2023-05-12 20:53:19","45058.870358796","9.7","87"
"2023-05-12 21:03:19","45058.877303241","9.6","86"
"2023-05-12 21:13:19","45058.884247685","9.5","86"
"2023-05-12 21:23:19","45058.89119213","9.4","85"
"2023-05-12 21:33:19","45058.898136574","9.3","85"
"2023-05-12 21:43:19","45058.905081019","9.2","85"
"2023-05-12 21:53:19","45058.912025463","9.1","85"
"2023-05-12 22:03:19","45058.918969907","9.0","85"
"2023-05-12 22:13:19","45058.925914352","9.0","85"
"2023-05-12 22:23:19","45058.932858796","9.0","85"
"2023-05-12 22:33:19","45058.939803241","8.9","85"
"2023-05-12 22:43:19","45058.946747685","8.9","85"
"2023-05-12 22:53:19","45058.95369213","8.9","85"
"2023-05-12 23:03:19","45058.960636574","8.8","85"
"2023-05-12 23:13:19","45058.967581019","8.8","85"
"2023-05-12 23:23:19","45058.974525463","8.7","85"
"2023-05-12 23:33:19","45058.981469907","8.7","85"
"2023-05-12 23:43:19","45058.988414352","8.6","85"
"2023-05-12 23:53:19","45058.995358796","8.6","85"
"2023-05-13 00:03:19","45059.002303241","8.5","85"
"2023-05-13 00:13:19","45059.009247685","8.5","85"
"2023-05-13 00:23:19","45059.01619213","8.5","85"
"2023-05-13 00:33:19","45059.023136574","8.4","85"
"2023-05-13 00:43:19","45059.030081019","8.4","85"
"2023-05-13 00:53:19","45059.037025463","8.3","85"
"2023-05-13 01:03:19","45059.043969907","8.3","85"
"2023-05-13 01:13:19","45059.050914352","8.3","85"
"2023-05-13 01:23:19","45059.057858796","8.2","85"
"2023-05-13 01:33:19","45059.064803241","8.2","85"
"2023-05-13 01:43:19","45059.071747685","8.2","85"
"2023-05-13 01:53:19","45059.07869213","8.1","85"
"2023-05-13 02:03:19","45059.085636574","8.1","85"
"2023-05-13 02:13:19","45059.092581019","8.1","85"
"2023-05-13 02:23:19","45059.099525463","8.0","86"
"2023-05-13 02:33:19","45059.106469907","8.0","86"
"2023-05-13 02:43:19","45059.113414352","8.0","86"
"2023-05-13 02:53:19","45059.120358796","7.9","86"
"2023-05-13 03:03:19","45059.127303241","7.9","86"
"2023-05-13 03:13:19","45059.134247685","7.9","86"
"2023-05-13 03:23:19","45059.14119213","7.9","86"
"2023-05-13 03:33:19","45059.148136574","7.8","86"
"2023-05-13 03:43:19","45059.155081019","7.8","86"
"2023-05-13 03:53:19","45059.162025463","7.8","86"
"2023-05-13 04:03:19","45059.168969907","7.8","86"
"2023-05-13 04:13:19","45059.175914352","7.7","86"
"2023-05-13 04:23:19","45059.182858796","7.8","86"
"2023-05-13 04:33:19","45059.189803241","7.8","86"
"2023-05-13 04:43:19","45059.196747685","7.8","86"
"2023-05-13 04:53:19","45059.20369213","7.7","86"
"2023-05-13 05:03:19","45059.210636574","7.7","87"
"2023-05-13 05:13:19","45059.217581019","7.7","87"
"2023-05-13 05:23:19","45059.224525463","7.6","87"
"2023-05-13 05:33:19","45059.231469907","7.6","87"
"2023-05-13 05:43:19","45059.238414352","7.6","87"
"2023-05-13 05:53:19","45059.245358796","7.5","87"
"2023-05-13 06:03:19","45059.252303241","7.5","87"
"2023-05-13 06:13:19","45059.259247685","7.5","87"
"2023-05-13 06:23:19","45059.26619213","7.5","87"
"2023-05-13 06:33:19","45059.273136574","7.4","87"
"2023-05-13 06:43:19","45059.280081019","7.4","87"
"2023-05-13 06:53:19","45059.287025463","7.4","87"
"2023-05-13 07:03:19","45059.293969907","7.3","87"
"2023-05-13 07:13:19","45059.300914352","7.3","87"
"2023-05-13 07:23:19","45059.307858796","7.3","87"
"2023-05-13 07:33:19","45059.314803241","7.3","87"
"2023-05-13 07:43:19","45059.321747685","7.3","87"
"2023-05-13 07:53:19","45059.32869213","7.2","87"
"2023-05-13 08:03:19","45059.335636574","7.2","87"
"2023-05-13 08:13:19","45059.342581019","7.2","87"
"2023-05-13 08:23:19","45059.349525463","7.2","87"
"2023-05-13 08:33:19","45059.356469907","7.1","87"
"2023-05-13 08:43:19","45059.363414352","7.1","87"
"2023-05-13 08:53:19","45059.370358796","7.1","87"
"2023-05-13 09:03:19","45059.377303241","7.1","87"
"2023-05-13 09:13:19","45059.384247685","7.1","87"
"2023-05-13 09:23:19","45059.39119213","7.1","87"
"2023-05-13 09:33:19","45059.398136574","7.0","88"
"2023-05-13 09:43:19","45059.405081019","7.0","88"
"2023-05-13 09:53:19","45059.412025463","7.0","88"
"2023-05-13 10:03:19","45059.418969907","7.0","88"
"2023-05-13 10:13:19","45059.425914352","7.0","88"
"2023-05-13 10:23:19","45059.432858796","7.0","88"
"2023-05-13 10:33:19","45059.439803241","7.0","88"
"2023-05-13 10:43:19","45059.446747685","7.0","88"
"2023-05-13 10:53:19","45059.45369213","7.0","88"
"2023-05-13 11:03:19","45059.460636574","6.9","88"
"2023-05-13 11:13:19","45059.467581019","6.9","88"
"2023-05-13 11:23:19","45059.474525463","6.9","88"
"2023-05-13 11:33:19","45059.481469907","6.9","88"
"2023-05-13 11:43:19","45059.488414352","6.8","88"
"2023-05-13 11:53:19","45059.495358796","6.8","88"
"2023-05-13 12:03:19","45059.502303241","6.8","88"
"2023-05-13 12:13:19","45059.509247685","6.8","88"
"2023-05-13 12:23:19","45059.51619213","6.8","88"
"2023-05-13 12:33:19","45059.523136574","6.7","88"
"2023-05-13 12:43:19","45059.530081019","6.7","88"
"2023-05-13 12:53:19","45059.537025463","6.7","88"
"2023-05-13 13:03:19","45059.543969907","6.7","88"
"2023-05-13 13:13:19","45059.550914352","6.7","88"
"2023-05-13 13:23:19","45059.557858796","6.7","88"
"2023-05-13 13:33:19","45059.564803241","6.6","88"
"2023-05-13 13:43:19","45059.571747685","6.6","89"
"2023-05-13 13:53:19","45059.57869213","6.6","89"
"2023-05-13 14:03:19","45059.585636574","6.6","89"
"2023-05-13 14:13:19","45059.592581019","6.6","89"
"2023-05-13 14:23:19","45059.599525463","6.6","89"
"2023-05-13 14:33:19","45059.606469907","6.6","89"
"2023-05-13 14:43:19","45059.613414352","6.8","89"
"2023-05-13 14:53:19","45059.620358796","7.3","89"
"2023-05-13 15:03:19","45059.627303241","7.8","88"
"2023-05-13 15:13:19","45059.634247685","8.4","87"
"2023-05-13 15:23:19","45059.64119213","8.9","87"
"2023-05-13 15:33:19","45059.648136574","9.3","86"
"2023-05-13 15:43:19","45059.655081019","9.5","86"
"2023-05-13 15:53:19","45059.662025463","9.8","86"
"2023-05-13 16:03:19","45059.668969907","10.1","87"
"2023-05-13 16:13:19","45059.675914352","10.3","87"
"2023-05-13 16:23:19","45059.682858796","10.5","87"
"2023-05-13 16:33:19","45059.689803241","10.7","87"
"2023-05-13 16:43:19","45059.696747685","10.9","87"
"2023-05-13 16:53:19","45059.70369213","11.1","87"
"2023-05-13 17:03:19","45059.710636574","11.2","87"
"2023-05-13 17:13:19","45059.717581019","11.3","87"
"2023-05-13 17:23:19","45059.724525463","11.5","87"
"2023-05-13 17:33:19","45059.731469907","11.5","87"
"2023-05-13 17:43:19","45059.738414352","11.6","87"
"2023-05-13 17:53:19","45059.745358796","11.7","87"
"2023-05-13 18:03:19","45059.752303241","11.7","87"
"2023-05-13 18:13:19","45059.759247685","11.8","87"
"2023-05-13 18:23:19","45059.76619213","11.9","87"
"2023-05-13 18:33:19","45059.773136574","11.9","87"
"2023-05-13 18:43:19","45059.780081019","11.9","87"
"2023-05-13 18:53:19","45059.787025463","12.0","87"
"2023-05-13 19:03:19","45059.793969907","12.0","87"
"2023-05-13 19:13:19","45059.800914352","12.1","87"
"2023-05-13 19:23:19","45059.807858796","12.2","87"
"2023-05-13 19:33:19","45059.814803241","12.3","87"
"2023-05-13 19:43:19","45059.821747685","12.3","85"
"2023-05-13 19:53:19","45059.82869213","12.5","85"
"2023-05-13 20:03:19","45059.835636574","12.6","85"
"2023-05-13 20:13:19","45059.842581019","12.8","86"
"2023-05-13 20:23:19","45059.849525463","12.9","86"
"2023-05-13 20:33:19","45059.856469907","13.1","86"
"2023-05-13 20:43:19","45059.863414352","13.3","86"
"2023-05-13 20:53:19","45059.870358796","13.4","86"
"2023-05-13 21:03:19","45059.877303241","13.4","86"
"2023-05-13 21:13:19","45059.884247685","13.4","86"
"2023-05-13 21:23:19","45059.89119213","13.2","86"
"2023-05-13 21:33:19","45059.898136574","12.7","86"
"2023-05-13 21:43:19","45059.905081019","12.2","87"
"2023-05-13 21:53:19","45059.912025463","11.7","88"
"2023-05-13 22:03:19","45059.918969907","11.2","89"
"2023-05-13 22:13:19","45059.925914352","10.9","90"
"2023-05-13 22:23:19","45059.932858796","10.5","91"
"2023-05-13 22:33:19","45059.939803241","10.2","91"
"2023-05-13 22:43:19","45059.946747685","9.9","91"
"2023-05-13 22:53:19","45059.95369213","9.7","91"
"2023-05-13 23:03:19","45059.960636574","9.6","91"
"2023-05-13 23:13:19","45059.967581019","9.4","91"
"2023-05-13 23:23:19","45059.974525463","9.3","91"
"2023-05-13 23:33:19","45059.981469907","9.2","90"
"2023-05-13 23:43:19","45059.988414352","9.0","90"
"2023-05-13 23:53:19","45059.995358796","8.9","90"
"2023-05-14 00:03:19","45060.002303241","8.8","89"
"2023-05-14 00:13:19","45060.009247685","8.7","89"
"2023-05-14 00:23:19","45060.01619213","8.6","89"
"2023-05-14 00:33:19","45060.023136574","8.5","88"
"2023-05-14 00:43:19","45060.030081019","8.4","88"
"2023-05-14 00:53:19","45060.037025463","8.4","88"
"2023-05-14 01:03:19","45060.043969907","8.3","88"
"2023-05-14 01:13:19","45060.050914352","8.2","88"
"2023-05-14 01:23:19","45060.057858796","8.2","88"
"2023-05-14 01:33:19","45060.064803241","8.1","88"
"2023-05-14 01:43:19","45060.071747685","8.1","88"
"2023-05-14 01:53:19","45060.07869213","8.0","88"
"2023-05-14 02:03:19","45060.085636574","8.0","88"
"2023-05-14 02:13:19","45060.092581019","7.9","88"
"2023-05-14 02:23:19","45060.099525463","7.9","88"
"2023-05-14 02:33:19","45060.106469907","7.9","88"
"2023-05-14 02:43:19","45060.113414352","7.8","88"
"2023-05-14 02:53:19","45060.120358796","7.8","88"
"2023-05-14 03:03:19","45060.127303241","7.7","88"
"2023-05-14 03:13:19","45060.134247685","7.7","88"
"2023-05-14 03:23:19","45060.14119213","7.7","88"
"2023-05-14 03:33:19","45060.148136574","7.7","88"
"2023-05-14 03:43:19","45060.155081019","7.6","88"
"2023-05-14 03:53:19","45060.162025463","7.6","88"
"2023-05-14 04:03:19","45060.168969907","7.6","88"
"2023-05-14 04:13:19","45060.175914352","7.5","88"
"2023-05-14 04:23:19","45060.182858796","7.5","88"
"2023-05-14 04:33:19","45060.189803241","7.5","88"
"2023-05-14 04:43:19","45060.196747685","7.5","88"
"2023-05-14 04:53:19","45060.20369213","7.4","88"
"2023-05-14 05:03:19","45060.210636574","7.4","88"
"2023-05-14 05:13:19","45060.217581019","7.4","88"
"2023-05-14 05:23:19","45060.224525463","7.4","88"
"2023-05-14 05:33:19","45060.231469907","7.4","88"
"2023-05-14 05:43:19","45060.238414352","7.4","88"
"2023-05-14 05:53:19","45060.245358796","7.4","88"
"2023-05-14 06:03:19","45060.252303241","7.4","89"
"2023-05-14 06:13:19","45060.259247685","7.3","89"
"2023-05-14 06:23:19","45060.26619213","7.3","89"
"2023-05-14 06:33:19","45060.273136574","7.3","89"
"2023-05-14 06:43:19","45060.280081019","7.2","89"
"2023-05-14 06:53:19","45060.287025463","7.2","89"
"2023-05-14 07:03:19","45060.293969907","7.2","89"
"2023-05-14 07:13:19","45060.300914352","7.1","89"
"2023-05-14 07:23:19","45060.307858796","7.1","89"
"2023-05-14 07:33:19","45060.314803241","7.1","89"
"2023-05-14 07:43:19","45060.321747685","7.1","89"
"2023-05-14 07:53:19","45060.32869213","7.1","89"
"2023-05-14 08:03:19","45060.335636574","7.0","89"
"2023-05-14 08:13:19","45060.342581019","7.0","89"
"2023-05-14 08:23:19","45060.349525463","7.0","89"
"2023-05-14 08:33:19","45060.356469907","6.9","89"
"2023-05-14 08:43:19","45060.363414352","6.9","89"
"2023-05-14 08:53:19","45060.370358796","6.9","89"
"2023-05-14 09:03:19","45060.377303241","6.9","89"
"2023-05-14 09:13:19","45060.384247685","6.9","89"
"2023-05-14 09:23:19","45060.39119213","6.8","89"
"2023-05-14 09:33:19","45060.398136574","6.8","89"
"2023-05-14 09:43:19","45060.405081019","6.8","89"
"2023-05-14 09:53:19","45060.412025463","6.8","89"
"2023-05-14 10:03:19","45060.418969907","6.7","89"
"2023-05-14 10:13:19","45060.425914352","6.7","89"
"2023-05-14 10:23:19","45060.432858796","6.7","89"
"2023-05-14 10:33:19","45060.439803241","6.7","89"
"2023-05-14 10:43:19","45060.446747685","6.7","89"
"2023-05-14 10:53:19","45060.45369213","6.7","89"
"2023-05-14 11:03:19","45060.460636574","6.6","90"
"2023-05-14 11:13:19","45060.467581019","6.6","90"
"2023-05-14 11:23:19","45060.474525463","6.6","90"
"2023-05-14 11:33:19","45060.481469907","6.6","90"
"2023-05-14 11:43:19","45060.488414352","6.6","90"
"2023-05-14 11:53:19","45060.495358796","6.6","90"
"2023-05-14 12:03:19","45060.502303241","6.6","90"
"2023-05-14 12:13:19","45060.509247685","6.6","90"
"2023-05-14 12:23:19","45060.51619213","6.6","90"
"2023-05-14 12:33:19","45060.523136574","6.6","90"
"2023-05-14 12:43:19","45060.530081019","6.5","90"
"2023-05-14 12:53:19","45060.537025463","6.5","90"
"2023-05-14 13:03:19","45060.543969907","6.5","90"
"2023-05-14 13:13:19","45060.550914352","6.5","90"
"2023-05-14 13:23:19","45060.557858796","6.5","90"
"2023-05-14 13:33:19","45060.564803241","6.4","90"
"2023-05-14 13:43:19","45060.571747685","6.4","90"
"2023-05-14 13:53:19","45060.57869213","6.4","90"
"2023-05-14 14:03:19","45060.585636574","6.4","90"
"2023-05-14 14:13:19","45060.592581019","6.4","90"
"2023-05-14 14:23:19","45060.599525463","6.3","90"
"2023-05-14 14:33:19","45060.606469907","6.3","90"
"2023-05-14 14:43:19","45060.613414352","6.3","90"
"2023-05-14 14:53:19","45060.620358796","6.3","90"
"2023-05-14 15:03:19","45060.627303241","6.3","90"
"2023-05-14 15:13:19","45060.634247685","6.3","90"
"2023-05-14 15:23:19","45060.64119213","6.2","91"
"2023-05-14 15:33:19","45060.648136574","6.2","91"
"2023-05-14 15:43:19","45060.655081019","6.2","91"
"2023-05-14 15:53:19","45060.662025463","6.2","91"
"2023-05-14 16:03:19","45060.668969907","6.2","91"
"2023-05-14 16:13:19","45060.675914352","6.2","91"
"2023-05-14 16:23:19","45060.682858796","6.1","91"
"2023-05-14 16:33:19","45060.689803241","6.1","91"
"2023-05-14 16:43:19","45060.696747685","6.1","91"
"2023-05-14 16:53:19","45060.70369213","6.1","91"
"2023-05-14 17:03:19","45060.710636574","6.1","91"
"2023-05-14 17:13:19","45060.717581019","6.1","91"
"2023-05-14 17:23:19","45060.724525463","6.1","91"
"2023-05-14 17:33:19","45060.731469907","6.0","91"
"2023-05-14 17:43:19","45060.738414352","6.0","91"
"2023-05-14 17:53:19","45060.745358796","6.0","91"
"2023-05-14 18:03:19","45060.752303241","6.0","91"
"2023-05-14 18:13:19","45060.759247685","6.0","91"
"2023-05-14 18:23:19","45060.76619213","6.0","91"
"2023-05-14 18:33:19","45060.773136574","6.0","91"
"2023-05-14 18:43:19","45060.780081019","6.0","91"
"2023-05-14 18:53:19","45060.787025463","6.0","91"
"2023-05-14 19:03:19","45060.793969907","6.0","91"
"2023-05-14 19:13:19","45060.800914352","6.0","91"
"2023-05-14 19:23:19","45060.807858796","5.9","91"
"2023-05-14 19:33:19","45060.814803241","5.9","91"
"2023-05-14 19:43:19","45060.821747685","5.9","91"
"2023-05-14 19:53:19","45060.82869213","5.9","91"
"2023-05-14 20:03:19","45060.835636574","5.9","91"
"2023-05-14 20:13:19","45060.842581019","5.9","91"
"2023-05-14 20:23:19","45060.849525463","5.9","91"
"2023-05-14 20:33:19","45060.856469907","5.9","91"
"2023-05-14 20:43:19","45060.863414352","5.9","91"
"2023-05-14 20:53:19","45060.870358796","5.8","91"
"2023-05-14 21:03:19","45060.877303241","5.8","91"
"2023-05-14 21:13:19","45060.884247685","5.8","91"
"2023-05-14 21:23:19","45060.89119213","5.8","91"
"2023-05-14 21:33:19","45060.898136574","5.8","91"
"2023-05-14 21:43:19","45060.905081019","5.8","91"
"2023-05-14 21:53:19","45060.912025463","5.8","91"
"2023-05-14 22:03:19","45060.918969907","5.8","91"
"2023-05-14 22:13:19","45060.925914352","5.7","91"
"2023-05-14 22:23:19","45060.932858796","5.7","91"
"2023-05-14 22:33:19","45060.939803241","5.7","92"
"2023-05-14 22:43:19","45060.946747685","5.7","92"
"2023-05-14 22:53:19","45060.95369213","5.7","92"
"2023-05-14 23:03:19","45060.960636574","5.7","92"
"2023-05-14 23:13:19","45060.967581019","5.7","92"
"2023-05-14 23:23:19","45060.974525463","5.7","92"
"2023-05-14 23:33:19","45060.981469907","5.7","92"
"2023-05-14 23:43:19","45060.988414352","5.7","92"
"2023-05-14 23:53:19","45060.995358796","5.7","92"
"2023-05-15 00:03:19","45061.002303241","5.6","92"
"2023-05-15 00:13:19","45061.009247685","5.6","92"
"2023-05-15 00:23:19","45061.01619213","5.6","92"
"2023-05-15 00:33:19","45061.023136574","5.6","92"
"2023-05-15 00:43:19","45061.030081019","5.6","92"
"2023-05-15 00:53:19","45061.037025463","5.6","92"
"2023-05-15 01:03:19","45061.043969907","5.7","92"
"2023-05-15 01:13:19","45061.050914352","5.7","92"
"2023-05-15 01:23:19","45061.057858796","5.7","92"
"2023-05-15 01:33:19","45061.064803241","5.7","92"
"2023-05-15 01:43:19","45061.071747685","5.6","92"
"2023-05-15 01:53:19","45061.07869213","5.6","92"
"2023-05-15 02:03:19","45061.085636574","5.6","92"
"2023-05-15 02:13:19","45061.092581019","5.6","92"
"2023-05-15 02:23:19","45061.099525463","5.6","92"
"2023-05-15 02:33:19","45061.106469907","5.6","92"
"2023-05-15 02:43:19","45061.113414352","5.6","92"
"2023-05-15 02:53:19","45061.120358796","5.5","92"
"2023-05-15 03:03:19","45061.127303241","5.5","92"
"2023-05-15 03:13:19","45061.134247685","5.5","92"
"2023-05-15 03:23:19","45061.14119213","5.5","92"
"2023-05-15 03:33:19","45061.148136574","5.5","92"
"2023-05-15 03:43:19","45061.155081019","5.5","92"
"2023-05-15 03:53:19","45061.162025463","5.5","92"
"2023-05-15 04:03:19","45061.168969907","5.5","92"
"2023-05-15 04:13:19","45061.175914352","5.5","92"
"2023-05-15 04:23:19","45061.182858796","5.5","92"
"2023-05-15 04:33:19","45061.189803241","5.4","92"
"2023-05-15 04:43:19","45061.196747685","5.4","92"
"2023-05-15 04:53:19","45061.20369213","5.4","92"
"2023-05-15 05:03:19","45061.210636574","5.4","92"
"2023-05-15 05:13:19","45061.217581019","5.4","92"
"2023-05-15 05:23:19","45061.224525463","5.4","92"
"2023-05-15 05:33:19","45061.231469907","5.4","92"
"2023-05-15 05:43:19","45061.238414352","5.4","92"
"2023-05-15 05:53:19","45061.245358796","5.4","92"
"2023-05-15 06:03:19","45061.252303241","5.4","92"
"2023-05-15 06:13:19","45061.259247685","5.4","92"
"2023-05-15 06:23:19","45061.26619213","5.4","92"
"2023-05-15 06:33:19","45061.273136574","5.4","92"
"2023-05-15 06:43:19","45061.280081019","5.3","92"
"2023-05-15 06:53:19","45061.287025463","5.3","92"
"2023-05-15 07:03:19","45061.293969907","5.3","92"
"2023-05-15 07:13:19","45061.300914352","5.3","92"
"2023-05-15 07:23:19","45061.307858796","5.3","92"
"2023-05-15 07:33:19","45061.314803241","5.4","92"
"2023-05-15 07:43:19","45061.321747685","5.4","92"
"2023-05-15 07:53:19","45061.32869213","5.3","92"
"2023-05-15 08:03:19","45061.335636574","5.3","92"
"2023-05-15 08:13:19","45061.342581019","5.3","92"
"2023-05-15 08:23:19","45061.349525463","5.3","92"
"2023-05-15 08:33:19","45061.356469907","5.3","92"
"2023-05-15 08:43:19","45061.363414352","5.3","92"
